City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,nova vicosa,-17.8919,-39.3719,25.64,76,1,7.7,BR,1699739704
367,rifle,39.5347,-107.7831,12.99,20,0,4.63,US,1699739911
368,lamu,-2.2717,40.902,24.12,85,31,2.75,KE,1699739912
369,taoudenni,22.6783,-3.9836,26.7,14,0,4.02,ML,1699739912
370,xichang,27.8964,102.2634,10.61,89,9,0.78,CN,1699739913
371,ivdel',60.6911,60.4206,2.33,91,99,1.34,RU,1699739914
372,bihac,44.8169,15.8708,4.74,88,0,2.23,BA,1699739914
373,tromso,69.6496,18.957,-5.99,93,0,0.0,NO,1699739915
374,priozersk,61.0393,30.1291,6.67,88,100,3.07,RU,1699739915
375,albertina,-22.2008,-46.6158,25.24,34,27,2.08,BR,1699739916
376,ciudad lazaro cardenas,17.9583,-102.2,29.01,70,4,3.36,MX,1699739916
377,puerto deseado,-47.7503,-65.8938,8.6,81,100,14.71,AR,1699739917
378,island harbour,50.724,-1.2758,9.15,93,100,0.89,GB,1699739917
379,cockburn town,21.4612,-71.1419,28.24,74,90,10.02,TC,1699739918
380,west plains,36.7281,-91.8524,12.59,46,20,3.13,US,1699739918
381,icano,-28.9193,-65.3282,32.78,38,0,6.64,AR,1699739919
382,robertsport,6.7533,-11.3686,26.33,80,76,2.6,LR,1699739919
383,klin,56.3333,36.7333,4.33,84,100,3.7,RU,1699739920
384,susanville,40.4163,-120.653,14.89,47,0,1.54,US,1699739920
385,kudymkar,59.0173,54.656,-1.0,92,41,1.88,RU,1699739921
386,weno,7.4515,151.8468,28.97,84,75,2.06,FM,1699739921
387,brookings,44.3114,-96.7984,11.92,51,0,4.12,US,1699739884
388,lesosibirsk,58.2358,92.4828,-5.05,95,100,1.88,RU,1699739922
389,the pas,53.8251,-101.2541,3.01,70,0,8.75,CA,1699739923
390,st ives,50.2086,-5.4875,11.71,91,100,11.87,GB,1699739923
391,ishinomaki,38.4167,141.3,3.0,76,70,2.65,JP,1699739924
392,nacozari viejo,30.4,-109.65,19.21,26,0,1.53,MX,1699739924
393,dawson creek,55.7666,-120.2362,6.8,57,75,6.17,CA,1699739925
394,sao gabriel da cachoeira,-0.1303,-67.0892,27.67,80,99,0.22,BR,1699739925
395,sisimiut,66.9395,-53.6735,-6.53,89,100,5.9,GL,1699739926
396,coahuayana de hidalgo,18.7,-103.6583,30.19,66,48,2.12,MX,1699739927
397,lata,40.1629,-8.3327,17.82,96,97,3.51,PT,1699739927
398,kulhudhuffushi,6.6221,73.07,27.75,76,100,2.26,MV,1699739928
399,ipatovo,45.7181,42.9036,8.28,84,98,8.92,RU,1699739928
400,bel ombre,-4.6167,55.4167,27.91,78,40,2.06,SC,1699739929
401,kill devil hills,36.0307,-75.676,15.55,61,100,3.6,US,1699739929
402,khandyga,62.6667,135.6,-24.47,99,100,1.32,RU,1699739930
403,vila velha,-20.3297,-40.2925,26.97,87,0,4.63,BR,1699739930
404,brignoles,43.4,6.0667,11.5,71,94,2.6,FR,1699739931
405,cachoeira do sul,-30.0392,-52.8939,22.96,98,99,2.37,BR,1699739931
406,nurmes,63.5421,29.1397,-3.94,84,79,5.03,FI,1699739932
407,krasnokamensk,50.0979,118.0369,-17.83,90,13,1.93,RU,1699739932
408,mil'kovo,55.6078,37.7956,4.67,85,100,4.68,RU,1699739932
409,tenno,39.9,139.9667,3.56,55,100,3.84,JP,1699739933
410,roswell,34.0232,-84.3616,11.39,89,100,2.57,US,1699739933
411,salinopolis,-0.6136,-47.3561,27.51,75,9,6.43,BR,1699739934
412,kavieng,-2.5744,150.7967,28.29,74,100,3.09,PG,1699739934
413,baardheere,2.3446,42.2764,26.04,81,95,5.69,SO,1699739935
414,lagoa vermelha,-28.2086,-51.5258,22.23,89,65,0.83,BR,1699739935
415,thinadhoo,0.5333,72.9333,27.33,82,100,5.02,MV,1699739935
416,envira,-7.3,-70.2167,31.47,52,90,1.72,BR,1699739936
417,codrington,-38.2667,141.9667,14.35,53,79,6.43,AU,1699739936
418,ta`u,-14.2336,-169.5144,27.55,80,39,4.38,AS,1699739937
419,bakanas,44.8081,76.2772,9.53,71,100,6.81,KZ,1699739937
420,claveria,18.6074,121.0832,25.71,89,48,5.28,PH,1699739938
421,lerwick,60.1545,-1.1494,5.0,75,100,5.83,GB,1699739938
422,lewiston orchards,46.3804,-116.9754,14.95,46,75,10.8,US,1699739938
423,toamasina,-18.1667,49.3833,22.0,100,75,3.6,MG,1699739939
424,xilin hot,43.9667,116.0333,-16.91,92,56,1.45,CN,1699739939
425,rudnichnyy,59.617,52.4703,-1.21,81,93,2.62,RU,1699739940
426,yeraliyev,43.2,51.65,10.2,63,33,6.14,KZ,1699739940
427,montfort-sur-meu,48.1333,-1.9667,9.94,93,75,5.14,FR,1699739941
428,apaseo el alto,20.45,-100.6167,23.27,46,81,5.02,MX,1699739941
429,champerico,14.3,-91.9167,35.3,75,14,2.44,GT,1699739942
430,pandan,14.0453,124.1694,26.86,81,98,3.11,PH,1699739943
431,tazovsky,67.4667,78.7,-4.16,96,100,5.43,RU,1699739943
432,gandajika,-6.75,23.95,20.69,92,89,0.43,CD,1699739944
433,uniao da vitoria,-26.23,-51.0864,23.57,79,24,0.86,BR,1699739738
434,corinto,37.9407,22.9573,15.5,74,77,3.01,GR,1699739945
435,rabigh,22.7986,39.0349,29.17,53,50,0.75,SA,1699739945
436,ciutadella,40.0011,3.8414,17.45,83,54,4.24,ES,1699739946
437,port-vila,-17.7338,168.3219,21.78,94,100,3.6,VU,1699739946
438,hermanus,-34.4187,19.2345,16.23,80,65,4.09,ZA,1699739947
439,kurchatov,51.6601,35.6521,7.45,71,100,7.75,RU,1699739948
440,arys,42.4252,68.795,8.13,78,42,3.27,KZ,1699739948
441,pont rouge,48.8833,-72.0825,-0.84,85,100,3.75,CA,1699739949
442,fendou,46.65,124.8667,-10.9,76,11,2.73,CN,1699739950
443,las tablas,7.7667,-80.2833,23.93,93,100,2.76,PA,1699739950
444,salalah,17.0151,54.0924,27.05,68,100,1.08,OM,1699739951
445,ponta delgada,37.7333,-25.6667,20.1,100,75,3.6,PT,1699739951
446,taltal,-25.4,-70.4833,19.23,66,22,2.61,CL,1699739952
447,yasuj,30.6682,51.588,8.75,53,0,0.0,IR,1699739952
448,hyesan,41.4017,128.1778,-10.35,76,4,0.62,KP,1699739953
449,jayapura,-2.5333,140.7,26.66,89,100,1.82,ID,1699739953
450,kalabo,-14.97,22.6814,25.6,47,97,1.57,ZM,1699739954
451,princeville,45.7668,-61.2985,4.06,94,100,1.54,CA,1699739955
452,jiangkou,25.4872,119.1986,18.86,75,89,4.88,CN,1699739955
453,lockport,41.5895,-88.0578,10.67,59,0,3.6,US,1699739732
454,la ronge,55.1001,-105.2842,2.14,69,75,7.2,CA,1699739663
455,yamba,-5.9,22.3,20.98,99,88,0.58,CD,1699739957
456,sokoni,-6.4333,39.55,26.73,83,93,5.87,TZ,1699739957
457,bowen,-20.0167,148.2333,24.46,61,53,6.12,AU,1699739958
458,prince george,53.9166,-122.753,6.69,75,100,6.17,CA,1699739828
459,port pirie,-33.1833,138.0167,17.04,44,35,5.47,AU,1699739960
460,seaside,36.6111,-121.8516,23.42,53,0,3.09,US,1699739920
461,grenada,37.1882,-3.6067,11.2,85,0,1.54,ES,1699739961
462,baihe,22.15,107.2333,21.86,95,96,2.4,CN,1699739962
463,arawa,-6.2132,155.5367,27.81,76,100,2.59,PG,1699739962
464,ilebo,-4.3167,20.5833,20.23,100,100,0.81,CD,1699739963
465,macia,-25.0269,33.0989,22.9,62,3,3.85,MZ,1699739963
466,isangel,-19.55,169.2667,25.06,65,15,4.12,VU,1699739964
467,labrador city,52.9463,-66.9114,-5.05,80,100,6.17,CA,1699739964
468,fortuna,40.5982,-124.1573,18.85,63,0,2.57,US,1699739964
469,nova xavantina,-14.6667,-52.35,34.11,27,75,2.53,BR,1699739965
470,kidal,18.4411,1.4078,26.79,9,0,4.65,ML,1699739966
471,manokwari,-0.8667,134.0833,26.38,78,100,1.6,ID,1699739966
472,kitimat,54.0524,-128.6534,6.06,78,100,3.13,CA,1699739967
473,quelimane,-17.8786,36.8883,23.97,83,0,2.68,MZ,1699739967
474,salekhard,66.53,66.6019,-10.3,99,91,2.49,RU,1699739968
475,nuku'alofa,-21.1333,-175.2,24.19,73,100,6.69,TO,1699739968
476,shatrovo,56.5167,64.6333,0.0,97,93,2.0,RU,1699739969
477,karema,-6.8205,30.4389,23.38,81,55,1.74,TZ,1699739969
478,balkanabat,39.5108,54.3671,13.98,33,24,5.24,TM,1699739970
479,pauini,-7.7136,-66.9764,31.14,54,79,1.6,BR,1699739970
480,nova olinda do norte,-3.8881,-59.0942,32.45,45,71,1.19,BR,1699739971
481,sur,22.5667,59.5289,25.83,55,98,3.21,OM,1699739972
482,faro,37.0194,-7.9322,17.76,88,0,3.09,PT,1699739973
483,nabire,-3.3667,135.4833,25.5,77,84,2.35,ID,1699739974
484,laojunmiao,39.8333,97.7333,-0.71,42,100,0.92,CN,1699739974
485,kahama,-3.8333,32.6,22.88,62,99,2.0,TZ,1699739975
486,sol'-iletsk,51.1631,54.9918,2.3,88,50,4.27,RU,1699739975
487,katsuren-haebaru,26.3369,127.8719,20.21,94,40,5.14,JP,1699739976
488,corumba,-19.0092,-57.6533,37.95,32,0,5.14,BR,1699739976
489,vega de alatorre,20.0333,-96.6333,22.75,91,88,5.31,MX,1699739977
490,kununurra,-15.7667,128.7333,23.99,94,40,0.51,AU,1699739977
491,carutapera,-1.195,-46.02,26.71,76,21,4.07,BR,1699739978
492,east ballina,-28.8667,153.5833,23.22,68,10,4.16,AU,1699739978
493,dunedin,-45.8742,170.5036,17.82,64,52,6.71,NZ,1699739979
494,muynoq,43.7683,59.0214,6.51,70,2,4.46,UZ,1699739979
495,inyonga,-6.7167,32.0667,24.36,49,97,1.26,TZ,1699739980
496,tazacorte,28.629,-17.9293,21.75,85,100,5.66,ES,1699739980
497,sinjai,-5.1241,120.253,23.93,77,70,1.36,ID,1699739981
498,kristiansund,63.1115,7.732,2.36,69,75,2.57,NO,1699739981
499,punta del este,-34.9667,-54.95,22.2,79,0,4.12,UY,1699739982
500,burgersdorp,-30.9977,26.3286,15.94,73,62,5.0,ZA,1699739982
501,nantucket,41.2835,-70.0995,7.3,69,8,8.32,US,1699739982
502,koryazhma,61.3143,47.1691,-0.05,96,100,2.29,RU,1699739983
503,hirara,24.8,125.2833,22.92,94,100,9.77,JP,1699739983
504,troy,42.6056,-83.1499,8.23,61,40,2.06,US,1699739984
505,thap khlo,16.16,100.5966,26.58,99,100,1.28,TH,1699739984
506,kupang,-10.1667,123.5833,28.32,78,20,2.57,ID,1699739985
507,auki,-8.7676,160.7034,26.37,90,100,4.64,SB,1699739985
508,davis,41.0005,-112.0013,13.71,33,0,1.54,US,1699739985
509,verkhnevilyuysk,63.4453,120.3167,-10.13,91,64,4.2,RU,1699739986
510,at taraf,25.3628,49.725,26.3,64,100,1.95,SA,1699739986
511,twon-brass,4.3151,6.2418,27.03,83,79,4.03,NG,1699739987
512,beira,-19.8436,34.8389,21.05,100,0,1.54,MZ,1699739987
513,ambalangoda,6.2355,80.0538,25.51,87,97,1.85,LK,1699739988
514,tauranga,-37.6861,176.1667,19.92,65,4,1.79,NZ,1699739988
515,bisalpur,28.3,79.8,17.33,65,0,2.92,IN,1699739989
516,tsiombe,-25.3,45.4833,20.55,68,0,6.59,MG,1699739989
517,gediz,39.0417,29.41,14.61,77,100,6.99,TR,1699739989
518,beipiao,41.7919,120.7792,-9.71,80,19,1.24,CN,1699739990
519,cozumel,20.5083,-86.9458,30.04,88,75,3.6,MX,1699739990
520,lautoka,-17.6167,177.4667,28.92,58,75,4.63,FJ,1699739991
521,conduaga,8.862,117.4893,26.12,84,8,1.34,PH,1699739991
522,dogonbadan,30.3586,50.7981,17.05,45,0,0.0,IR,1699739992
523,huarmey,-10.0681,-78.1522,21.94,75,17,5.86,PE,1699739992
524,flin flon,54.7682,-101.865,2.91,70,0,5.14,CA,1699739992
525,skeldon,5.8833,-57.1333,27.34,80,65,4.16,GY,1699739993
526,husainabad,24.5333,84.0167,20.41,64,2,0.42,IN,1699739993
527,shimabara,32.7833,130.3667,13.17,64,100,3.65,JP,1699739995
528,prince rupert,54.3161,-130.3201,8.05,73,75,7.72,CA,1699739995
529,vengurla,15.8667,73.6333,25.65,61,46,2.59,IN,1699739996
530,selebi-phikwe,-21.979,27.8498,23.12,33,14,2.35,BW,1699739996
531,bathsheba,13.2167,-59.5167,26.34,89,40,6.69,BB,1699739997
532,kamuli,0.9472,33.1197,19.33,84,100,0.67,UG,1699739998
533,gaurela,22.75,81.9,17.56,67,7,2.19,IN,1699739998
534,maroantsetra,-15.4333,49.7333,24.13,90,97,4.1,MG,1699739999
535,sabang,5.8933,95.3214,26.74,81,100,3.94,ID,1699739999
536,tiaret,35.371,1.317,12.69,76,0,1.03,DZ,1699739999
537,anuppur,23.1,81.6833,18.15,68,1,1.75,IN,1699740000
538,harrison,30.4091,-89.0436,19.04,87,100,5.14,US,1699739954
539,bandarbeyla,9.4942,50.8122,26.72,83,89,7.5,SO,1699740001
540,pelabuhanratu,-6.9875,106.5514,24.83,89,94,1.43,ID,1699740003
541,eshowe,-28.8865,31.4699,17.86,88,96,0.45,ZA,1699740004
542,cill airne,52.05,-9.5167,8.39,92,100,7.83,IE,1699740006
543,fort bragg,35.139,-79.006,12.12,86,100,2.06,US,1699740007
544,phalaborwa,-23.943,31.1411,25.6,46,36,1.83,ZA,1699740009
545,santiago de cuba,20.0247,-75.8219,28.58,69,57,2.4,CU,1699740013
546,big rapids,43.6981,-85.4837,7.61,66,100,1.54,US,1699740015
547,caleta de carquin,-11.0925,-77.6267,21.43,76,33,6.21,PE,1699740016
548,banda aceh,5.5577,95.3222,26.55,82,100,1.57,ID,1699740020
549,kapoeta,4.7717,33.5903,28.33,45,36,4.6,SS,1699740022
550,tuni,17.35,82.55,21.84,78,35,1.82,IN,1699740023
551,tutoia,-2.7619,-42.2744,26.4,82,18,5.88,BR,1699739947
552,dzilam gonzalez,21.2833,-88.9333,29.52,68,99,3.14,MX,1699740025
553,christchurch,-43.5333,172.6333,20.82,52,78,2.06,NZ,1699739966
554,montana,43.4125,23.225,9.07,71,28,4.88,BG,1699740028
555,kindu,-2.95,25.95,21.52,94,100,1.06,CD,1699740032
556,ad dabbah,18.05,30.95,28.47,27,16,2.61,SD,1699740035
557,morehead city,34.7229,-76.726,13.32,90,100,4.63,US,1699739871
558,kasongo-lunda,-6.4667,16.8167,21.14,98,69,0.48,CD,1699740036
559,calingasta,-31.3308,-69.4078,24.87,8,0,11.16,AR,1699740037
560,beau vallon,-20.4189,57.6953,23.45,88,75,1.54,MU,1699740038
561,bikenibeu village,1.3673,173.1241,27.98,89,100,5.66,KI,1699740039
562,kisangani,0.5167,25.2,20.47,96,99,0.18,CD,1699740040
563,ulsteinvik,62.3432,5.8487,4.07,70,3,1.34,NO,1699740041
564,bodo,67.28,14.405,1.02,62,0,11.83,NO,1699739881
565,krasnyy chikoy,50.3643,108.7512,-15.61,97,45,1.16,RU,1699740042
566,revda,56.801,59.9303,1.33,99,100,1.39,RU,1699740043
567,am timan,11.0297,20.2827,26.15,63,22,2.5,TD,1699740044
568,devonport,-41.1667,146.35,14.18,65,50,1.34,AU,1699740045
569,karasu,41.071,30.7854,18.37,75,100,4.33,TR,1699740047
570,manaure,11.7751,-72.4445,30.37,68,73,7.69,CO,1699740047
571,gisborne,-38.6533,178.0042,18.12,54,0,2.68,NZ,1699739915
572,chigorodo,7.6664,-76.6811,30.89,74,75,1.54,CO,1699740048
573,nogliki,51.8333,143.1667,-10.37,80,87,6.71,RU,1699740049
574,howard springs,-12.497,131.047,28.82,74,61,2.48,AU,1699740049
575,dauphin,51.1494,-100.0502,2.08,69,0,4.12,CA,1699740035
576,ceelbuur,4.685,46.6176,24.63,86,98,1.73,SO,1699740051
577,zhosaly,45.4878,64.0781,7.18,66,97,7.48,KZ,1699740052
578,rudbar,30.15,62.6,17.95,33,99,2.68,AF,1699740053
579,aioun,16.6614,-9.6149,27.77,10,24,4.3,MR,1699740053
580,vadso,70.0744,29.7487,-1.91,86,75,4.12,NO,1699740054
581,caluula,11.9661,50.7569,27.27,81,98,6.29,SO,1699740055
